Year;Overall;Team;Player;Nat.;Pos;Age;To;Amateur Team;GP;G;A;PTS;+/-;PIM;GP;W;L;T/O;SV%;GAA
2010;160;Atlanta Thrashers;Tanner Lane\laneta01;US;C;18;;Detroit Lakes (High-MN);;;;;;;;;;;;
2010;161;Anaheim Ducks;Andreas Dahlstrom\dahlsan01;SE;C;19;;AIK (Sweden-2);;;;;;;;;;;;
2010;162;Edmonton Oilers;Brandon Davidson\davidbr01;CA;D;19;2019;Regina (WHL);154;9;14;23;-13;63;;;;;;
2010;163;San Jose Sharks;Konrad Abeltshauser\abeltko01;DE;D;18;;Halifax (QMJHL);;;;;;;;;;;;
2010;164;St. Louis Blues;Stephen Macaulay\macaust01;CA;LW;18;;Saint John (QMJHL);;;;;;;;;;;;
2010;165;Boston Bruins;Zane Gothberg\mcintza01;US;G;18;2017;Thief River Falls (High-MN);8;0;0;0;0;0;8;0;4;1;0,858;3,97
2010;166;Edmonton Oilers;Drew Czerwonka\czerwdr01;CA;LW;18;;Kootenay (WHL);;;;;;;;;;;;
2010;167;Carolina Hurricanes;Tyler Stahl\stahlty01;CA;D;18;;Chilliwack (WHL);;;;;;;;;;;;
2010;168;Nashville Predators;Anthony Bitetto\bitetan01;US;D;20;2019;Indiana (USHL);99;2;15;17;-1;78;;;;;;
2010;169;Atlanta Thrashers;Sebastian Owuya\owuyase01;SE;D;18;;Timra (Sweden);;;;;;;;;;;;
2010;170;Pittsburgh Penguins;Reid McNeill\mcneire01;CA;D;18;;London (OHL);;;;;;;;;;;;
2010;171;Detroit Red Wings;Brooks Macek\macekbr01;CA;C;18;;Tri-City (WHL);;;;;;;;;;;;
2010;172;Vancouver Canucks;Alex Friesen\friesal01;CA;C;19;2016;Niagara (OHL);1;0;0;0;-2;0;;;;;;
2010;173;Buffalo Sabres;Cedrick Henley\henlece01;CA;LW;18;;Val D'Or (QMJHL);;;;;;;;;;;;
2010;174;New Jersey Devils;Maxime Clermont\clermma01;CA;G;18;;Gatineau (QMJHL);;;;;;;;;;;;
2010;175;Vancouver Canucks;Jonathan Iilahti\iilahjo01;FI;G;18;;Blues Jr. (Finland-Jr.);;;;;;;;;;;;
2010;176;Washington Capitals;Samuel Carrier\carrisa02;CA;D;18;;Lewiston (QMJHL);;;;;;;;;;;;
2010;177;Anaheim Ducks;Kevin Lind\lindke01;US;D;18;;Chicago (USHL);;;;;;;;;;;;
2010;178;Ottawa Senators;Mark Stone\stonema01;CA;RW;18;2019;Brandon (WHL);315;99;157;256;45;97;;;;;;
2010;179;Philadelphia Flyers;Nick Luukko\luukkni01;US;D;18;;The Gunnery (High-CT);;;;;;;;;;;;
2010;180;Chicago Blackhawks;Nick Mattson\mattsni01;US;D;18;;Indiana (USHL);;;;;;;;;;;;
2010;181;Edmonton Oilers;Kristians Pelss\pelsskr01;LV;LW;18;;Dyn. Jr. Riga (Belarus-Jr.);;;;;;;;;;;;
2010;182;Toronto Maple Leafs;Josh Nicholls\nichojo01;CA;RW;18;;Saskatoon (WHL);;;;;;;;;;;;
2010;183;Florida Panthers;R.J. Boyd\boydr.01;US;D;19;;Cushing Academy (High-MA);;;;;;;;;;;;
2010;184;Columbus Blue Jackets;Martin Ouellette\ouellma02;CA;G;18;;Kimball Union (High-NH);;;;;;;;;;;;
2010;185;New York Islanders;Cody Rosen\rosenco01;CA;G;19;;Clarkson (ECAC);;;;;;;;;;;;
2010;186;Tampa Bay Lightning;Teigan Zahn\zahnte01;CA;D;20;;Saskatoon (WHL);;;;;;;;;;;;
2010;187;Carolina Hurricanes;Frederik Andersen\anderfr01;DK;G;20;2019;Frederikshavn (Denmark);265;0;7;7;0;24;265;153;66;31;0,918;2,55
2010;188;San Jose Sharks;Lee Moffie\moffile01;US;D;20;;Michigan (CCHA);;;;;;;;;;;;
2010;189;Minnesota Wild;Dylen McKinlay\mckindy01;CA;RW;18;;Chilliwack (WHL);;;;;;;;;;;;
2010;190;New York Rangers;Randy McNaught\mcnaura01;CA;RW;20;;Saskatoon (WHL);;;;;;;;;;;;
2010;191;Chicago Blackhawks;Mac Carruth\carruma01;US;G;18;;Portland (WHL);;;;;;;;;;;;
2010;192;Anaheim Ducks;Brett Perlini\perlibr02;CA;C;20;;Michigan State (CCHA);;;;;;;;;;;;
2010;193;Calgary Flames;Patrick Holland\hollapa01;CA;RW;18;2014;Tri-City (WHL);5;0;0;0;0;0;;;;;;
2010;194;Nashville Predators;David Elsner\elsneda01;DE;LW;18;;Landshut Cann. (German-2);;;;;;;;;;;;
2010;195;Boston Bruins;Maxim Chudinov\chudima01;RU;D;20;;Cherepovets (Russia);;;;;;;;;;;;
2010;196;Ottawa Senators;Bryce Aneloski\anelobr01;US;D;20;;Cedar Rapids (USHL);;;;;;;;;;;;
2010;197;Colorado Avalanche;Luke Moffatt\moffalu01;US;C;18;;USA U-18 (USHL);;;;;;;;;;;;
2010;198;Nashville Predators;Joonas Rask\raskjo01;FI;C;20;2013;Ilves (Finland);2;0;1;1;-1;0;;;;;;
2010;199;Atlanta Thrashers;Peter Stoykewych\stoykpe01;CA;D;18;;Winnipeg South (MJHL);;;;;;;;;;;;
2010;200;San Jose Sharks;Chris Crane\cranech01;US;RW;18;;Green Bay (USHL);;;;;;;;;;;;
2010;201;Detroit Red Wings;Ben Marshall\marshbe02;US;D;18;;Mahtomedi (High-MN);;;;;;;;;;;;
2010;202;Edmonton Oilers;Kellen Jones\joneske02;CA;F;20;;Vernon (BCHL);;;;;;;;;;;;
2010;203;Buffalo Sabres;Christian Isackson\isackch01;US;RW;18;;St. Thomas (High-MN);;;;;;;;;;;;
2010;204;New Jersey Devils;Mauro Jorg\jorgma01;CH;LW;20;;Lugano (Swiss);;;;;;;;;;;;
2010;205;Vancouver Canucks;Sawyer Hannay\hannasa01;CA;D;18;;Halifax (QMJHL);;;;;;;;;;;;
2010;206;Philadelphia Flyers;Ricard Blidstrand\blidsri01;SE;D;18;;AIK Jr. (Sweden-Jr.);;;;;;;;;;;;
2010;207;Montreal Canadiens;John Westin\westijo01;SE;LW;18;;MODO Jr. (Sweden-Jr.);;;;;;;;;;;;
2010;208;Buffalo Sabres;Riley Boychuk\boychri01;CA;LW;19;;Portland (WHL);;;;;;;;;;;;
2010;209;Philadelphia Flyers;Brendan Ranford\ranfobr01;CA;LW;18;2015;Kamloops (WHL);1;0;0;0;0;0;;;;;;
2010;210;Boston Bruins;Zach Trotman\trotmza01;US;D;20;2018;Lake Superior (CCHA);70;3;9;12;-2;22;;;;;;
2009;1;New York Islanders;John Tavares\tavarjo01;CA;C;18;2019;London (OHL);679;279;354;633;-39;311;;;;;;
2009;2;Tampa Bay Lightning;Victor Hedman\hedmavi01;SE;D;18;2019;MoDo Ornskoldsvik ( );634;84;284;368;63;491;;;;;;
2009;3;Colorado Avalanche;Matt Duchene\duchema01;CA;C;18;2019;Brampton (OHL);662;202;283;485;-85;158;;;;;;
2009;4;Atlanta Thrashers;Evander Kane\kaneev01;CA;LW;18;2019;Vancouver (WCHL);583;190;173;363;-48;696;;;;;;
2009;5;Los Angeles Kings;Brayden Schenn\schenbr01;CA;C;18;2019;Brandon (WHL);524;140;185;325;-24;281;;;;;;
2009;6;Phoenix Coyotes;Oliver Ekman-Larsson\ekmanol01;SE;D;18;2019;Leksand (Sweden-2);585;102;193;295;-72;370;;;;;;
2009;7;Toronto Maple Leafs;Nazem Kadri\kadrina01;CA;C;18;2019;London (OHL);498;146;172;318;-31;348;;;;;;
2009;8;Dallas Stars;Scott Glennie\glennsc01;CA;RW;18;2012;Brandon (WHL);1;0;0;0;0;2;;;;;;
2009;9;Ottawa Senators;Jared Cowen\cowenja01;CA;D;18;2016;Spokane (WHL);249;15;31;46;-7;174;;;;;;
2009;10;Edmonton Oilers;Magnus Paajarvi\paajama01;SE;LW;18;2019;Timra ( );395;51;54;105;-40;72;;;;;;
2009;11;Nashville Predators;Ryan Ellis\ellisry01;CA;D;18;2019;Windsor (OHL);406;55;124;179;83;142;;;;;;
2009;12;New York Islanders;Calvin de Haan\dehaaca01;CA;D;18;2019;Oshawa (OHL);313;12;70;82;30;126;;;;;;
2009;13;Buffalo Sabres;Zack Kassian\kassiza01;CA;RW;18;2019;Peterborough (OHL);392;52;65;117;-33;619;;;;;;
2009;14;Florida Panthers;Dmitry Kulikov\kulikdm01;RU;D;18;2019;Drummondville (QMJHL);572;33;122;155;-58;350;;;;;;
2009;15;Anaheim Ducks;Peter Holland\hollape01;CA;C;18;2018;Guelph (OHL);266;36;49;85;-38;112;;;;;;
2009;16;Minnesota Wild;Nick Leddy\leddyni01;US;D;18;2019;Eden Prairie (High-MN);586;56;202;258;-30;107;;;;;;
2009;17;St. Louis Blues;David Rundblad\rundbda01;SE;D;18;2016;Skelleftea (Sweden);113;4;21;25;-6;30;;;;;;
2009;18;Montreal Canadiens;Louis Leblanc\leblalo01;CA;C;18;2014;Omaha (USHL);50;5;5;10;4;32;;;;;;
2009;19;New York Rangers;Chris Kreider\kreidch01;US;C;18;2019;Andover (High-MA);391;109;117;226;50;334;;;;;;
2009;20;New Jersey Devils;Jacob Josefson\josefja01;SE;C;18;2018;Djurgarden (Sweden);315;20;44;64;-21;84;;;;;;
2009;21;Columbus Blue Jackets;John Moore\moorejo01;US;D;18;2019;Chicago Steel (USHL);457;32;68;100;-25;190;;;;;;
2009;22;Vancouver Canucks;Jordan Schroeder\schrojo01;US;C;18;2018;Minnesota (WCHA);165;18;24;42;5;14;;;;;;
2009;23;Calgary Flames;Tim Erixon\erixoti01;US;D;18;2015;Skelleftea (Sweden);93;2;12;14;-3;38;;;;;;
2009;24;Washington Capitals;Marcus Johansson\johanma03;SE;C/W;18;2019;Farjestad ( );537;108;198;306;9;80;;;;;;
2009;25;Boston Bruins;Jordan Caron\caronjo01;CA;RW;18;2016;Rimouski (QMJHL);157;12;16;28;-9;78;;;;;;
2009;26;Anaheim Ducks;Kyle Palmieri\palmiky01;US;RW;18;2019;U.S. National U-18 (USNTDP);429;130;124;254;17;215;;;;;;
2009;27;Carolina Hurricanes;Philippe Paradis\paradph01;CA;C;18;;Shawinigan (QMJHL);;;;;;;;;;;;
2009;28;Chicago Blackhawks;Dylan Olsen\olsendy01;US;D;18;2016;Camrose (AJHL);124;5;17;22;-16;36;;;;;;
2009;29;Tampa Bay Lightning;Carter Ashton\ashtoca01;CA;RW;18;2015;Lethbridge (WHL);54;0;3;3;-12;32;;;;;;
2009;30;Pittsburgh Penguins;Simon Despres\desprsi01;CA;D;18;2017;Saint John (QMJHL);193;6;37;43;31;150;;;;;;
2009;31;New York Islanders;Mikko Koskinen\koskimi01;FI;G;21;2011;Blues Espoo (Finland);4;0;0;0;0;0;4;2;1;0;0,873;4,33
2009;32;Detroit Red Wings;Landon Ferraro\ferrala01;CA;C;18;2018;Red Deer (WHL);77;7;5;12;-9;29;;;;;;
2009;33;Colorado Avalanche;Ryan O'Reilly\oreilry01;CA;C;18;2019;Erie (OHL);660;157;276;433;-53;90;;;;;;
2009;34;Atlanta Thrashers;Carl Klingberg\klingca01;SE;LW;18;2015;Vastra Frolunda Jr. ( );12;1;0;1;0;4;;;;;;
2009;35;Los Angeles Kings;Kyle Clifford\cliffky01;CA;LW;18;2019;Barrie (OHL);543;44;51;95;-11;692;;;;;;
2009;36;Phoenix Coyotes;Chris Brown\brownch01;US;C;18;2016;U.S. National U-18 (USNTDP);23;2;1;3;1;21;;;;;;
2009;37;Anaheim Ducks;Mat Clark\clarkma01;US;D;18;2015;Brampton (OHL);9;0;1;1;0;6;;;;;;
2009;38;Dallas Stars;Alex Chiasson\chiasal01;CA;RW;18;2019;Des Moines (USHL);384;62;65;127;-23;222;;;;;;
2009;39;Ottawa Senators;Jakob Silfverberg\silfvja01;SE;LW;18;2019;Brynas Gavle (Sweden);425;96;120;216;53;126;;;;;;
2009;40;Edmonton Oilers;Anton Lander\landean01;SE;C;18;2017;Timra ( );215;10;25;35;-41;56;;;;;;
2009;41;Nashville Predators;Zach Budish\budisza01;US;RW;18;;Edina (High-MN);;;;;;;;;;;;
2009;42;Nashville Predators;Charles-Olivier Roussel\roussch01;CA;D;18;;Shawinigan (QMJHL);;;;;;;;;;;;
2009;43;San Jose Sharks;William Wrenn\wrennwi01;US;D;18;;U.S. National U-18 (USNTDP);;;;;;;;;;;;
2009;44;Florida Panthers;Drew Shore\shoredr01;US;C;18;2017;U.S. National U-18 (USNTDP);94;9;17;26;-19;28;;;;;;
2009;45;Atlanta Thrashers;Jeremy Morin\morinje01;US;LW;18;2015;U.S. National U-18 (USNTDP);82;10;12;22;8;69;;;;;;
2009;46;Ottawa Senators;Robin Lehner\lehnero01;SE;G;18;2019;Vastra Frolunda Jr. ( );224;0;3;3;0;22;224;74;99;36;0,916;2,81
2009;47;New York Rangers;Ethan Werek\wereket01;CA;C;18;;Kingston (OHL);;;;;;;;;;;;
2009;48;St. Louis Blues;Brett Ponich\ponicbr01;CA;D;18;;Portland (WHL);;;;;;;;;;;;
2009;49;Colorado Avalanche;Stefan Elliott\elliost01;CA;D;18;2016;Saskatoon (WHL);84;8;16;24;-6;16;;;;;;
2009;50;Toronto Maple Leafs;Kenny Ryan\ryanke01;US;RW;18;;U.S. National U-18 (USNTDP);;;;;;;;;;;;
2009;51;Carolina Hurricanes;Brian Dumoulin\dumoubr01;US;D;18;2019;N.H. Jr. Monarchs (EJHL);251;7;48;55;15;66;;;;;;
2009;52;Tampa Bay Lightning;Richard Panik\panikri01;SK;RW;18;2019;Trinec (Czech);342;61;66;127;3;178;;;;;;
2009;53;Vancouver Canucks;Anton Rodin\rodinan01;SE;RW;18;2017;Brynas Gavle Jr. (Sweden-Jr.);3;0;1;1;1;0;;;;;;
2009;54;New Jersey Devils;Eric Gelinas\geliner01;CA;D;18;2017;Lewiston (QMJHL);189;14;41;55;-16;92;;;;;;
2009;55;Washington Capitals;Dmitry Orlov\orlovdm01;RU;D;18;2019;Novokuznetsk (KHL);374;30;95;125;47;138;;;;;;
2009;56;Columbus Blue Jackets;Kevin Lynch\lynchke01;US;C;18;;U.S. National U-18 (USNTDP);;;;;;;;;;;;
2009;57;San Jose Sharks;Taylor Doherty\doherta01;CA;D;18;;Kingston (OHL);;;;;;;;;;;;
2009;58;Toronto Maple Leafs;Jesse Blacker\blackje01;CA;D;18;2015;Windsor (OHL);1;0;0;0;-2;0;;;;;;
2009;59;Chicago Blackhawks;Brandon Pirri\pirribr01;CA;C;18;2018;Georgetown (OJHL);228;60;41;101;4;77;;;;;;
2009;60;Detroit Red Wings;Tomas Tatar\tatarto01;SK;C;18;2019;Zvolen (Slovakia);436;122;114;236;-1;148;;;;;;
2009;61;Pittsburgh Penguins;Philip Samuelsson\samueph01;SE;D;18;2016;Chicago Steel (USHL);13;0;0;0;-4;2;;;;;;
2009;62;New York Islanders;Anders Nilsson\nilssan01;SE;G;19;2019;Lulea Jr. (Sweden-Jr.);111;0;2;2;0;6;111;39;49;12;0,907;3,05
2009;63;Pittsburgh Penguins;Ben Hanowski\hanowbe01;US;W;18;2014;Little Falls (High-MN);16;1;2;3;-2;2;;;;;;
2009;64;Colorado Avalanche;Tyson Barrie\barrity01;CA;D;18;2019;Kelowna (WHL);416;61;192;253;-53;131;;;;;;
2009;65;Montreal Canadiens;Joonas Nattinen\nattijo01;FI;C;18;2014;Blues Espoo Jr. (Finland-Jr.);1;0;0;0;0;0;;;;;;
2009;66;Buffalo Sabres;Brayden McNabb\mcnabbr01;CA;D;18;2019;Kootenay (WHL);323;12;53;65;49;273;;;;;;
2009;67;Florida Panthers;Josh Birkholz\birkhjo01;US;RW;18;;Fargo (USHL);;;;;;;;;;;;
2009;68;Toronto Maple Leafs;Jamie Devane\devanja01;CA;LW;18;2014;Plymouth (OHL);2;0;0;0;-1;0;;;;;;
2009;69;Dallas Stars;Reilly Smith\smithre01;CA;RW;18;2019;St. Michael's (OJHL);441;100;152;252;72;116;;;;;;
2009;70;Nashville Predators;Taylor Beck\beckta01;CA;RW;18;2017;Guelph (OHL);92;11;12;23;-9;32;;;;;;
2009;71;Edmonton Oilers;Troy Hesketh\hesketr01;US;D;18;;Minnetonka (High-MN);;;;;;;;;;;;
2009;72;Nashville Predators;Michael Latta\lattami01;CA;C;18;2016;Guelph (OHL);113;4;13;17;4;130;;;;;;
2009;73;New Jersey Devils;Alexander Urbom\urbomal01;SE;D;18;2014;Djurgarden (Sweden);34;3;1;4;-1;28;;;;;;
2009;74;Calgary Flames;Ryan Howse\howsery01;CA;LW;18;;Chilliwack (WHL);;;;;;;;;;;;
2009;75;Detroit Red Wings;Andrej Nestrasil\nestran01;CZ;RW;18;2017;Victoriaville (QMJHL);128;17;31;48;0;18;;;;;;
2009;76;Anaheim Ducks;Igor Bobkov\bobkoig01;RU;G;18;;Magnitogorsk 2 (Russia-3);;;;;;;;;;;;
2009;77;Minnesota Wild;Matt Hackett\hackema01;CA;G;19;2015;Plymouth (OHL);26;0;0;0;0;0;26;4;17;2;0,906;3,11
2009;78;St. Louis Blues;Sergei Andronov\androse01;RU;RW;20;;Lada Togliatti (KHL);;;;;;;;;;;;
2009;79;Montreal Canadiens;Mac Bennett\bennema02;US;D;18;;Hotchkiss (High-CT);;;;;;;;;;;;
2009;80;New York Rangers;Ryan Bourque\bourqry01;US;C;18;2015;U.S. National U-18 (USNTDP);1;0;0;0;-1;0;;;;;;
2009;81;Philadelphia Flyers;Adam Morrison\morriad01;CA;G;18;;Saskatoon (WHL);;;;;;;;;;;;
2009;82;Edmonton Oilers;Cameron Abney\abneyca01;CA;RW;18;;Everett (WHL);;;;;;;;;;;;
2009;83;Vancouver Canucks;Kevin Connauton\connake01;CA;D;19;2019;Western Michigan (CCHA);269;26;44;70;12;163;;;;;;
2009;84;Los Angeles Kings;Nicolas Deslauriers\deslani01;CA;D;18;2019;Rouyn-Noranda (QMJHL);272;22;22;44;-47;241;;;;;;
2009;85;Washington Capitals;Cody Eakin\eakinco01;CA;C;18;2019;Swift Current (WHL);465;79;106;185;-15;210;;;;;;
2009;86;Boston Bruins;Ryan Button\buttory01;CA;D;18;;Prince Albert (WHL);;;;;;;;;;;;
2009;87;Philadelphia Flyers;Simon Bertilsson\bertisi01;SE;D;18;;Brynas Gavle (Sweden);;;;;;;;;;;;
2009;88;Carolina Hurricanes;Mattias Lindstrom\lindsma01;SE;LW;18;;Skelleftea Jr. (Sweden-Jr.);;;;;;;;;;;;
2009;89;Chicago Blackhawks;Dan Delisle\delisda01;US;C/LW;18;;Totino Grace (High-MN);;;;;;;;;;;;
2009;90;Detroit Red Wings;Gleason Fournier\fourngl01;CA;D;18;;Rimouski (QMJHL);;;;;;;;;;;;
2009;91;Phoenix Coyotes;Mike Lee\leemi01;US;G;18;;Fargo (USHL);;;;;;;;;;;;
2009;92;New York Islanders;Casey Cizikas\cizikca01;CA;C;18;2019;Mississauga St. Michael's (OHL);420;47;82;129;-8;168;;;;;;
2009;93;Tampa Bay Lightning;Alex Hutchings\hutchal01;CA;LW;18;;Barrie (OHL);;;;;;;;;;;;
2009;94;Columbus Blue Jackets;David Savard\savarda01;CA;D;18;2019;Moncton (QMJHL);416;33;95;128;28;238;;;;;;
2009;95;Los Angeles Kings;Jean-Francois Berube\berubje02;CA;G;18;2018;Montreal (QMJHL);34;0;0;0;0;0;34;9;10;4;0,898;3,39
2009;96;Los Angeles Kings;Linden Vey\veyli01;CA;RW;18;2017;Medicine Hat (WHL);138;14;30;44;-19;24;;;;;;
2009;97;Phoenix Coyotes;Jordan Szwarz\szwarjo01;CA;RW;18;2018;Saginaw (OHL);47;4;3;7;-12;23;;;;;;
2009;98;Nashville Predators;Craig Smith\smithcr01;US;C;20;2019;Waterloo (USHL);526;127;139;266;39;214;;;;;;
2009;99;Edmonton Oilers;Kyle Bigos\bigosky01;US;D;20;;Vernon (BCHL);;;;;;;;;;;;
2009;100;Ottawa Senators;Chris Wideman\widemch01;US;D;19;2019;Miami (Ohio) (CCHA);164;16;24;40;12;92;;;;;;
2009;101;Edmonton Oilers;Toni Rajala\rajalto01;FI;LW;18;;Ilves Tampere (Finland);;;;;;;;;;;;
2009;102;Nashville Predators;Mattias Ekholm\ekholma01;SE;D;19;2019;Mora (Sweden-2);400;31;96;127;52;193;;;;;;
2009;103;Minnesota Wild;Kris Foucault\foucakr01;CA;LW;18;2012;Calgary (WHL);1;0;0;0;0;0;;;;;;
2009;104;Buffalo Sabres;Marcus Foligno\foligma01;US;LW;18;2019;Sudbury (OHL);433;58;83;141;-14;413;;;;;;
2009;105;Phoenix Coyotes;Justin Weller\welleju01;CA;D;18;;Red Deer (WHL);;;;;;;;;;;;
2009;106;Anaheim Ducks;Sami Vatanen\vatansa01;FI;D;18;2019;JYP HT Jyvaskyla Jr. ( );344;36;122;158;22;150;;;;;;
2009;107;Florida Panthers;Garrett Wilson\wilsoga01;CA;LW;18;2016;Owen Sound (OHL);34;0;0;0;-6;24;;;;;;
2009;108;St. Louis Blues;Tyler Shattock\shattty01;CA;RW;19;;Kamloops (WHL);;;;;;;;;;;;
2009;109;Montreal Canadiens;Alexander Avtsin\avtsial01;RU;RW;18;;Dynamo-2 Moscow (Russia-3);;;;;;;;;;;;
2009;110;Nashville Predators;Nick Oliver\oliveni01;US;C/LW;18;;Roseau (High-MN);;;;;;;;;;;;
2009;111;Calgary Flames;Henrik Bjorklund\bjorkhe01;SE;RW;18;;Skare (Sweden-3);;;;;;;;;;;;
2009;112;Boston Bruins;Lane MacDermid\macdela01;US;LW;20;2014;Windsor (OHL);21;2;2;4;0;36;;;;;;
2009;113;Vancouver Canucks;Jeremy Price\priceje01;CA;D;18;;Nepean (CJHL);;;;;;;;;;;;
2009;114;New Jersey Devils;Seth Helgeson\helgese01;US;D;18;2017;Sioux City (USHL);50;1;3;4;1;50;;;;;;
2009;115;Washington Capitals;Patrick Wey\weypa01;US;D;18;2014;Waterloo (USHL);9;0;3;3;0;5;;;;;;
2009;116;Minnesota Wild;Alex Fallstrom\fallsal01;SE;RW;19;;Shattuck-St. Mary's (High-MN);;;;;;;;;;;;
2009;117;Atlanta Thrashers;Eddie Pasquale\pasqued01;CA;G;18;;Saginaw (OHL);;;;;;;;;;;;
2009;119;Chicago Blackhawks;Byron Froese\froesby01;CA;C;18;2018;Everett (WHL);110;5;11;16;-14;47;;;;;;
2009;120;Atlanta Thrashers;Ben Chiarot\chiarbe01;CA;D;18;2019;Guelph (OHL);237;9;38;47;10;154;;;;;;
2009;121;Pittsburgh Penguins;Nick Petersen\peterni01;CA;RW;20;;Shawinigan (QMJHL);;;;;;;;;;;;
2009;122;New York Islanders;Anton Klementyev\klemean01;RU;D;19;2010;Lokomotiv Yaroslavl 2 (Russia-3);1;0;0;0;0;0;;;;;;
2009;123;Pittsburgh Penguins;Alex Velischek\velisal01;CA;D;18;;Delbarton (High-NJ);;;;;;;;;;;;
2009;124;Colorado Avalanche;Kieran Millan\millaki01;CA;G;20;;Boston University ( );;;;;;;;;;;;
2009;125;Atlanta Thrashers;Cody Sol\solco01;CA;D;18;;Saginaw (OHL);;;;;;;;;;;;
2009;126;Los Angeles Kings;David Kolomatis\kolomda01;US;D;20;;Owen Sound (OHL);;;;;;;;;;;;
2009;127;New York Rangers;Roman Horak\horakro01;CZ;C;18;2014;Ceske Budejovice (Czech);84;6;13;19;-3;16;;;;;;
2009;128;Toronto Maple Leafs;Eric Knodel\knodeer01;US;D;19;;Philadelphia Jr. Flyers (USMAAA);;;;;;;;;;;;
2009;129;Dallas Stars;Tomas Vincour\vincoto01;CZ;C;18;2015;Edmonton ( );95;7;10;17;-9;12;;;;;;
2009;130;Ottawa Senators;Mike Hoffman\hoffmmi02;CA;C/LW;19;2019;Drummondville (QMJHL);350;111;125;236;6;121;;;;;;
2009;131;Carolina Hurricanes;Matt Kennedy\kennema01;CA;RW;20;;Guelph (OHL);;;;;;;;;;;;
2009;132;Nashville Predators;Gabriel Bourque\bourqga01;CA;LW;18;2019;Baie-Comeau (QMJHL);316;36;54;90;-21;60;;;;;;
2009;133;Edmonton Oilers;Olivier Roy\royol01;CA;G;18;;Cape Breton (QMJHL);;;;;;;;;;;;
2009;134;Buffalo Sabres;Mark Adams\adamsma01;US;D;18;;Malden Catholic (High-MA);;;;;;;;;;;;
2009;135;Florida Panthers;Corban Knight\knighco01;CA;C;19;2019;Okotoks (AJHL);31;3;5;8;2;4;;;;;;
2009;136;Anaheim Ducks;Radoslav Illo\illora01;SK;C;19;;Tri-City (USHL);;;;;;;;;;;;
2009;137;Columbus Blue Jackets;Thomas Larkin\larkith01;GB;D;18;;Exeter (High-NH);;;;;;;;;;;;
2009;138;Florida Panthers;Wade Megan\meganwa01;US;C;19;2018;South Kent School (High-CT);4;1;0;1;1;0;;;;;;
2009;139;Montreal Canadiens;Gabriel Dumont\dumonga01;CA;C;18;2018;Drummondville (QMJHL);87;4;5;9;1;48;;;;;;
2009;140;New York Rangers;Scott Stajcer\stajcsc01;CA;G;18;;Owen Sound (OHL);;;;;;;;;;;;
2009;141;Calgary Flames;Spencer Bennett\bennesp01;CA;LW;18;;Surrey (BCHL);;;;;;;;;;;;
2009;142;Philadelphia Flyers;Nic Riopel\riopeni01;CA;G;20;;Moncton (QMJHL);;;;;;;;;;;;
2009;143;Vancouver Canucks;Peter Andersson\anderpe04;SE;D;18;;Vastra Frolunda Jr. ( );;;;;;;;;;;;
2009;144;New Jersey Devils;Derek Rodwell\rodwede01;CA;LW;19;;Okotoks (AJHL);;;;;;;;;;;;
2009;145;Washington Capitals;Brett Flemming\flemmbr01;CA;D;18;;Mississauga St. Michael's (OHL);;;;;;;;;;;;
2009;146;Ottawa Senators;Jeff Costello\costeje01;US;LW;18;;Cedar Rapids (USHL);;;;;;;;;;;;
2009;147;San Jose Sharks;Phil Varone\varonph01;CA;C;18;2017;London (OHL);50;5;5;10;-18;18;;;;;;
2009;148;Tampa Bay Lightning;Michael Zador\zadormi01;CA;G;18;;Oshawa (OHL);;;;;;;;;;;;
2009;149;Chicago Blackhawks;Marcus Kruger\krugema01;SE;C;19;2019;Djurgarden (Sweden);456;36;77;113;10;214;;;;;;
2009;150;Detroit Red Wings;Nick Jensen\jenseni02;US;D;18;2019;Green Bay (USHL);138;6;25;31;-23;48;;;;;;
2009;151;Pittsburgh Penguins;Andy Bathgate\bathgan02;CA;C;18;;Belleville (OHL);;;;;;;;;;;;
2009;152;New York Islanders;Anders Lee\leean01;US;C;19;2019;Edina (High-MN);351;126;86;212;-9;213;;;;;;
2009;153;Philadelphia Flyers;Dave Labrecque\labreda01;CA;C;19;;Shawinigan (QMJHL);;;;;;;;;;;;
2009;154;Colorado Avalanche;Brandon Maxwell\maxwebr03;US;G;18;;U.S. National U-18 (USNTDP);;;;;;;;;;;;
2009;155;Atlanta Thrashers;Jimmy Bubnick\bubniji01;CA;C;18;;Kamloops (WHL);;;;;;;;;;;;
2009;156;Los Angeles Kings;Michael Pelech\pelecmi01;CA;C/LW;19;;Mississauga St. Michael's (OHL);;;;;;;;;;;;
2009;157;Phoenix Coyotes;Evan Bloodoff\bloodev01;CA;LW;18;;Kelowna (WHL);;;;;;;;;;;;
2009;158;Toronto Maple Leafs;Jerry D'Amigo\damigje01;US;RW;18;2015;U.S. National U-18 (USNTDP);31;1;2;3;-5;2;;;;;;
2009;159;Dallas Stars;Curtis McKenzie\mckencu01;CA;LW;18;2018;Penticton (BCHL);99;10;13;23;-1;131;;;;;;
2009;160;Ottawa Senators;Corey Cowick\cowicco01;CA;LW;20;;Ottawa (OHL);;;;;;;;;;;;
2009;161;Minnesota Wild;Darcy Kuemper\kuempda01;CA;G;19;2019;Red Deer (WHL);134;0;2;2;0;6;134;55;42;19;0,913;2,55
